"source","object_id","original_location_str","site","no_samples","results","street_name","street_suffix","notes","geometry"
"Hydrant Water Samples",107,"S HAKAU PLACE, LAHAINA","256",4,"Sample Date: 08/20/2023 <br> Lab Sample ID: 380-59929-1 <br> Analyte: Dichloromethane <br> Result: 1.8 <br> Qualifier: refer to Case Narrative <br> RL: 0.50 ug/L <p> Sample Date: 08/23/2023 <br> Lab Sample ID: 80-60586-1 <br> Analyte: Dichloromethane <br> Result: 1.7 - refer to case narrative <br> RL: 0.50 ug/L <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect)","S HAKAU","PL",NA,c(-156.6675159, 20.8848165)
"Hydrant Water Samples",108,"KUMUKAHI STREET, LAHAINA","268",3,"Sample Date: 08/20/2023 <br> Lab Sample ID: 380-59929-2 <br> Analyte: Dichloromethane <br> Result: 1.8 <br> Qualifier: refer to Case Narrative <br> RL: 0.50 ug/L <p> Sample Date: 08/23/2023 <br> Lab Sample ID: 80-60586-2 <br> Analyte: Dichloromethane <br> Result: 1.4 - refer to case narrative <br> RL: 0.50 ug/L<p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect)","KUMUKAHI","ST",NA,c(-156.6655296, 20.8852621)
"Hydrant Water Samples",109,"HOOKAHUA PLACE, LAHAINA","344",3,"Sample Date: 8/20/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 08/23/2023 <br> Lab Sample ID: 80-60586-3 <br> Analyte: Dichloromethane <br> Result: 1.2 - refer to case narrative <br> RL: 0.50 ug/L<p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect)","HOOKAHUA","PL",NA,c(-156.6643838, 20.8840542)
"Hydrant Water Samples",110,"HOOKAHUA STREET, LAHAINA","343",3,"Sample Date: 08/20/2023 <br> Lab Sample ID: 380-59929-4 <br> Analyte: Dichloromethane <br> Result: 2.0 <br> Qualifier: refer to Case Narrative <br> RL: 0.50 ug/L <p> Sample Date: 08/23/2023 <br> Lab Sample ID: 80-60586-4 <br> Analyte: Dichloromethane <br> Result: 1.2 - refer to case narrative <br> RL: 0.50 ug/L<p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect)","HOOKAHUA","ST",NA,c(-156.6630236, 20.8849487)
"Hydrant Water Samples",111,"NUNU PLACE, KULA","639",3,"<p> Sample Date: 08/21/2023 <br> Lab Sample ID: 380-60451-6 <br> Analyte: Dichloromethane <br> Result: 1.1 - refer to case narrative <br> RL: 0.50 ug/L <p> Sample Date: 9/13/2023 <br> Sample ID: 380-63127-1 <br> Analyte: Nitrate as N <br> Result: 0.094mg/L <br> RL: 0.050 <br> for Total metals see attached  <br> Reporting value: All VOCs are ND (Non-detect)<p> Sample Date: 9/26/23 <br> Reporting value: All VOCs are ND (Non-detect)","NUNU","PL",NA,c(-156.3169677, 20.7796212)
"Hydrant Water Samples",112,"KULA HIGHWAY, KULA","585",6,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-29 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-18 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.087 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KULA","HWY",NA,c(-156.3449961, 20.7207455)
"Hydrant Water Samples",113,"THOMPSON ROAD, KULA","779",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-32 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.090 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-23 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.087 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","THOMPSON","RD",NA,c(-156.3670674, 20.6903686)
"Hydrant Water Samples",114,"KAMAOLE ROAD, KULA","710",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 08/27/2023 <br> Lab Sample ID: 380-60819-3 <br> Analyte: Dichloromethane <br> Result: 1.5 - refer to case narrative <br> RL: 0.50 ug/L <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-34 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.092 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-24 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.087 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KAMAOLE","RD",NA,c(-156.3637675, 20.6846435)
"Hydrant Water Samples",115,"ULUPALAKUA","1",6,"<p> Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-35 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-25 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.092 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","ULUPALAKUA",NA,NA,c(-156.3958902, 20.6449809)
"Hydrant Water Samples",116,"KULA HIGHWAY, KULA","597",6,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-37 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.093 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-26 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.087 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KULA","HWY",NA,c(-156.3541422, 20.7066529)
"Hydrant Water Samples",117,"KULA HIGHWAY, KULA","595",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-38 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.093 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-27 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.088 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KULA","HWY",NA,c(-156.3527735, 20.7097349)
"Hydrant Water Samples",118,"OLINDA ROAD","57",1,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect)","OLINDA","RD",NA,c(-156.2916143, 20.8237615)
"Hydrant Water Samples",119,"KULAMANU CIRCLE, KULA","427",5,"<p> Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-30 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.078 mg/L <br> MDL: 0.024 <br> for Total metals see attached  <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-19 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.094 mg/L <br> MDL: 0.018  <br> for Total metals see attached  <p> Sample Date: 9/13/2023 <br> Sample ID: 380-63207-2 <br> Analyte: Nitrate as N <br> Result: 0.098 mg/L <br> RL: 0.050 <br> for Total metals see attached <br> Reporting value: All VOCs are ND (Non-detect)","KULAMANU","CIR",NA,c(-156.3202568, 20.7809803)
"Hydrant Water Samples",120,"KULAMANU CIRCLE, KULA","637",5,"<p> Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-31 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.081 mg/L <br> MDL: 0.024 <br> for Total metals see attached  <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-20 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.090 mg/L <br> MDL: 0.018  <br> for Total metals see attached  <p> Sample Date: 9/13/2023 <br> Sample ID: 380-63207-1 <br> Analyte: Nitrate as N <br> Result: 0.095 mg/L <br> RL: 0.050 <br> for Total metals see attached <br> Reporting value: All VOCs are ND (Non-detect)","KULAMANU","CIR",NA,c(-156.3168556, 20.7805555)
"Hydrant Water Samples",121,"ANUENUE PLACE, KULA","414",5,"<p> Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Lab Sample ID: 380-60814-3 <br> Analyte: Benzene <br> Result: 0.72 <br> RL: 0.50 ug/L <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-07 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.078 mg/L <br> MDL: 0.024 <br> for Total metals see attached  <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-32 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.070mg/L <br> MDL: 0.018  <br> for Total metals see attached  <p> Sample Date: 9/13/2023 <br> Sample ID: 380-63124-2 <br> Analyte: Nitrate as N <br> Result: 0.10 mg/L <br> RL: 0.050 <br> for Total metals see attached <br> Reporting value: All VOCs are ND (Non-detect)","ANUENUE","PL",NA,c(-156.3110123, 20.7766263)
"Hydrant Water Samples",122,"AINAKULA ROAD, KULA","310",5,"<p> Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-08 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.045 mg/L <br> MDL: 0.024 <br> for Total metals see attached  <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-31 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.092 mg/L <br> MDL: 0.018  <br> for Total metals see attached  <p> Sample Date: 9/13/2023 <br> Sample ID: 380-63124-3 <br> Analyte: Nitrate as N <br> Result: 0.096 mg/L <br> RL: 0.050 <br> for Total metals see attached <br> Reporting value: All VOCs are ND (Non-detect)","AINAKULA","RD",NA,c(-156.3100988, 20.7780339)
"Hydrant Water Samples",123,"PULEHUIKI ROAD, KULA","44",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-18 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.085 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-07 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.085 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","PULEHUIKI","RD",NA,c(-156.3101183, 20.7653567)
"Hydrant Water Samples",124,"KAMEHAMEIKI ROAD, KULA","575",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-19 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.088 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-08 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.091 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KAMEHAMEIKI","RD",NA,c(-156.3161311, 20.7653457)
"Hydrant Water Samples",125,"KAMILA STREET, KULA","173",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-20 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.097 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-09 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.089 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KAMILA","ST",NA,c(-156.3220698, 20.753346)
"Hydrant Water Samples",126,"UPPER KIMO DRIVE, KULA","782",6," Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-25 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.086 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-14 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.091 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","UPPER KIMO","DR",NA,c(-156.296899, 20.7749296)
"Hydrant Water Samples",127,"KEKAULIKE AVENUE, KULA","360",6,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-21 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.085 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-010 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.092 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","KEKAULIKE","AVE",NA,c(-156.3126121, 20.7492937)
"Hydrant Water Samples",128,"CROSS ROAD, KULA","683",6,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-17 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.092 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-22 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.086 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","CROSS","RD",NA,c(-156.3523195, 20.7060838)
"Hydrant Water Samples",129,"UPPER KIMO DRIVE, KULA","790",5,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-26 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.088 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-15 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.092 mg/L <br> MDL: 0.018  <br> for Total metals see attached <p> Sample Date: 9/26/23 <br> Reporting value: All VOCs are ND (Non-detect)","UPPER KIMO","DR",NA,c(-156.3022982, 20.7755862)
"Hydrant Water Samples",130,"ALAE ROAD, KULA","243",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-22 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.086 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-11 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.084 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","ALAE","RD",NA,c(-156.3203347, 20.7435486)
"Hydrant Water Samples",131,"POLIPOLI ROAD, KULA","383",2,"Sample Date: 8/14/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/16/2023 <br> Reporting value: All VOCs are ND (Non-detect)","POLIPOLI","RD",NA,c(-156.3383426, 20.7278034)
"Hydrant Water Samples",132,"LOWER KULA ROAD, KULA","133",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-09 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-01 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.084 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","LOWER KULA","RD",NA,c(-156.3305262, 20.7473552)
"Hydrant Water Samples",133,"LOWER KULA ROAD, KULA","136",4," Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 08/27/2023 <br> Lab Sample ID: 380-60809-2 <br> Analyte: Dichloromethane <br> Result: 1.0 - refer to case narrative <br> RL: 0.50 ug/L <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-10 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.094 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-02 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.080 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","LOWER KULA","RD",NA,c(-156.3319342, 20.7439601)
"Hydrant Water Samples",134,"WAIPOLI ROAD, KULA","108",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-11 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-03 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.082 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","WAIPOLI","RD",NA,c(-156.3257906, 20.7380022)
"Hydrant Water Samples",135,"OLUOLU PLACE, KULA","589",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-12 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.089 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-04 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.085 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","OLUOLU","PL",NA,c(-156.3290862, 20.7348182)
"Hydrant Water Samples",136,"FOSTER PLACE, KULA","475",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-13 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-05 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.086 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","FOSTER","PL",NA,c(-156.3216459, 20.7422282)
"Hydrant Water Samples",137,"POLIPOLI RD, KULA","583",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-14 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.087 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-06 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.083 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","POLIPOLI","RD",NA,c(-156.3394504, 20.7163875)
"Hydrant Water Samples",138,"MIDDLE ROAD, KULA","277",4,"<p> Sample Date: 08/24/2023 <br> Lab Sample ID: 380-60668-8 <br> Analyte: Dichloromethane <br> Result: 2.4- refer to case narrative <br> RL: 0.50 ug/L <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/30/2023 <br> Reporting value: All VOCs are ND (Non-detect)  <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-16 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.089 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-21 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.084 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","MIDDLE","RD",NA,c(-156.3429034, 20.7117003)
"Hydrant Water Samples",139,"LEPELEPE PLACE, KULA","314",4,"Sample Date: 8/24/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 8/27/2023 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 9/2/2023 <br> Sample ID: 230903-3963-001-23 <br> Analyte: Nitrogen, Nitrate - Nitrite <br> Result: 0.092 mg/L <br> MDL: 0.024 <br> for Total metals see attached <p> Sample Date: 9/8/2023 <br> Sample ID: 230908-3963-002-12 <br> Analyte: Nitrogen, Nitrate <br> Result: 0.084 mg/L <br> MDL: 0.018  <br> for Total metals see attached ","LEPELEPE","PL",NA,c(-156.3411094, 20.7245107)
